record_type,sigma,player,position,consensus_rank,positional_rank,tier,pick,value,note
player_available,5.0,Amon-Ra St. Brown,WR,6,4,T1,174,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,6,0.6573,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,19,0.0107,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,30,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,43,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,54,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,67,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,78,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,91,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,102,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,115,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,126,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,139,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,150,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,163,0.0,
player_available,5.0,CeeDee Lamb,WR,7,5,T1,174,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,6,0.7193,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,19,0.019,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,30,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,43,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,54,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,67,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,78,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,91,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,102,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,115,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,126,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,139,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,150,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,163,0.0,
player_available,5.0,Christian McCaffrey,RB,8,3,T1,174,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,6,0.7877,
player_available,5.0,Justin Jefferson,WR,9,6,T2,19,0.0223,
player_available,5.0,Justin Jefferson,WR,9,6,T2,30,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,43,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,54,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,67,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,78,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,91,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,102,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,115,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,126,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,139,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,150,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,163,0.0,
player_available,5.0,Justin Jefferson,WR,9,6,T2,174,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,6,0.8597,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,19,0.0467,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,30,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,43,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,54,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,67,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,78,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,91,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,102,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,115,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,126,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,139,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,150,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,163,0.0,
player_available,5.0,Jonathan Taylor,RB,10,4,T1,174,0.0,
player_available,5.0,Drake London,WR,11,7,T2,6,0.8893,
player_available,5.0,Drake London,WR,11,7,T2,19,0.0653,
player_available,5.0,Drake London,WR,11,7,T2,30,0.0,
player_available,5.0,Drake London,WR,11,7,T2,43,0.0,
player_available,5.0,Drake London,WR,11,7,T2,54,0.0,
player_available,5.0,Drake London,WR,11,7,T2,67,0.0,
player_available,5.0,Drake London,WR,11,7,T2,78,0.0,
player_available,5.0,Drake London,WR,11,7,T2,91,0.0,
player_available,5.0,Drake London,WR,11,7,T2,102,0.0,
player_available,5.0,Drake London,WR,11,7,T2,115,0.0,
player_available,5.0,Drake London,WR,11,7,T2,126,0.0,
player_available,5.0,Drake London,WR,11,7,T2,139,0.0,
player_available,5.0,Drake London,WR,11,7,T2,150,0.0,
player_available,5.0,Drake London,WR,11,7,T2,163,0.0,
player_available,5.0,Drake London,WR,11,7,T2,174,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,6,0.9133,
player_available,5.0,A.J. Brown,WR,12,8,T2,19,0.0913,
player_available,5.0,A.J. Brown,WR,12,8,T2,30,0.0003,
player_available,5.0,A.J. Brown,WR,12,8,T2,43,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,54,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,67,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,78,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,91,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,102,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,115,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,126,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,139,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,150,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,163,0.0,
player_available,5.0,A.J. Brown,WR,12,8,T2,174,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,6,0.9443,
player_available,5.0,Nico Collins,WR,13,9,T2,19,0.1327,
player_available,5.0,Nico Collins,WR,13,9,T2,30,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,43,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,54,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,67,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,78,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,91,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,102,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,115,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,126,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,139,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,150,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,163,0.0,
player_available,5.0,Nico Collins,WR,13,9,T2,174,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,6,0.966,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,19,0.185,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,30,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,43,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,54,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,67,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,78,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,91,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,102,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,115,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,126,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,139,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,150,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,163,0.0,
player_available,5.0,Ashton Jeanty,RB,14,5,T2,174,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,6,0.9787,
player_available,5.0,Trey McBride,TE,15,1,T1,19,0.2363,
player_available,5.0,Trey McBride,TE,15,1,T1,30,0.0027,
player_available,5.0,Trey McBride,TE,15,1,T1,43,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,54,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,67,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,78,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,91,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,102,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,115,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,126,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,139,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,150,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,163,0.0,
player_available,5.0,Trey McBride,TE,15,1,T1,174,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,6,0.984,
player_available,5.0,George Pickens,WR,16,10,T2,19,0.307,
player_available,5.0,George Pickens,WR,16,10,T2,30,0.0023,
player_available,5.0,George Pickens,WR,16,10,T2,43,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,54,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,67,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,78,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,91,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,102,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,115,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,126,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,139,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,150,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,163,0.0,
player_available,5.0,George Pickens,WR,16,10,T2,174,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,6,0.991,
player_available,5.0,James Cook III,RB,17,6,T2,19,0.381,
player_available,5.0,James Cook III,RB,17,6,T2,30,0.0043,
player_available,5.0,James Cook III,RB,17,6,T2,43,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,54,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,67,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,78,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,91,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,102,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,115,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,126,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,139,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,150,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,163,0.0,
player_available,5.0,James Cook III,RB,17,6,T2,174,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,6,0.995,
player_available,5.0,De'Von Achane,RB,18,7,T2,19,0.4637,
player_available,5.0,De'Von Achane,RB,18,7,T2,30,0.01,
player_available,5.0,De'Von Achane,RB,18,7,T2,43,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,54,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,67,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,78,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,91,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,102,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,115,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,126,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,139,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,150,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,163,0.0,
player_available,5.0,De'Von Achane,RB,18,7,T2,174,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,6,0.9963,
player_available,5.0,Chase Brown,RB,19,8,T2,19,0.5497,
player_available,5.0,Chase Brown,RB,19,8,T2,30,0.017,
player_available,5.0,Chase Brown,RB,19,8,T2,43,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,54,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,67,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,78,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,91,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,102,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,115,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,126,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,139,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,150,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,163,0.0,
player_available,5.0,Chase Brown,RB,19,8,T2,174,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,6,0.9977,
player_available,5.0,Chris Olave,WR,20,11,T2,19,0.6173,
player_available,5.0,Chris Olave,WR,20,11,T2,30,0.03,
player_available,5.0,Chris Olave,WR,20,11,T2,43,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,54,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,67,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,78,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,91,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,102,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,115,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,126,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,139,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,150,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,163,0.0,
player_available,5.0,Chris Olave,WR,20,11,T2,174,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,6,0.9983,
player_available,5.0,Brock Bowers,TE,21,2,T1,19,0.7037,
player_available,5.0,Brock Bowers,TE,21,2,T1,30,0.0463,
player_available,5.0,Brock Bowers,TE,21,2,T1,43,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,54,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,67,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,78,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,91,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,102,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,115,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,126,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,139,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,150,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,163,0.0,
player_available,5.0,Brock Bowers,TE,21,2,T1,174,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,6,0.9993,
player_available,5.0,Rashee Rice,WR,22,12,T2,19,0.7647,
player_available,5.0,Rashee Rice,WR,22,12,T2,30,0.0697,
player_available,5.0,Rashee Rice,WR,22,12,T2,43,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,54,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,67,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,78,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,91,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,102,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,115,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,126,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,139,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,150,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,163,0.0,
player_available,5.0,Rashee Rice,WR,22,12,T2,174,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,6,0.9997,
player_available,5.0,Omarion Hampton,RB,23,9,T2,19,0.8073,
player_available,5.0,Omarion Hampton,RB,23,9,T2,30,0.0897,
player_available,5.0,Omarion Hampton,RB,23,9,T2,43,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,54,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,67,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,78,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,91,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,102,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,115,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,126,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,139,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,150,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,163,0.0,
player_available,5.0,Omarion Hampton,RB,23,9,T2,174,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,6,0.9997,
player_available,5.0,DeVonta Smith,WR,24,13,T3,19,0.872,
player_available,5.0,DeVonta Smith,WR,24,13,T3,30,0.1323,
player_available,5.0,DeVonta Smith,WR,24,13,T3,43,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,54,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,67,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,78,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,91,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,102,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,115,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,126,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,139,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,150,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,163,0.0,
player_available,5.0,DeVonta Smith,WR,24,13,T3,174,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,6,1.0,
player_available,5.0,Josh Allen,QB,25,1,T1,19,0.901,
player_available,5.0,Josh Allen,QB,25,1,T1,30,0.18,
player_available,5.0,Josh Allen,QB,25,1,T1,43,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,54,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,67,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,78,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,91,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,102,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,115,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,126,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,139,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,150,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,163,0.0,
player_available,5.0,Josh Allen,QB,25,1,T1,174,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,6,1.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,19,0.924,
player_available,5.0,Saquon Barkley,RB,26,10,T2,30,0.2313,
player_available,5.0,Saquon Barkley,RB,26,10,T2,43,0.0007,
player_available,5.0,Saquon Barkley,RB,26,10,T2,54,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,67,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,78,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,91,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,102,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,115,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,126,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,139,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,150,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,163,0.0,
player_available,5.0,Saquon Barkley,RB,26,10,T2,174,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,6,1.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,19,0.9593,
player_available,5.0,Garrett Wilson,WR,27,14,T3,30,0.3093,
player_available,5.0,Garrett Wilson,WR,27,14,T3,43,0.0013,
player_available,5.0,Garrett Wilson,WR,27,14,T3,54,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,67,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,78,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,91,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,102,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,115,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,126,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,139,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,150,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,163,0.0,
player_available,5.0,Garrett Wilson,WR,27,14,T3,174,0.0,
player_available,5.0,Tetairoa McMillan,WR,28,15,T3,6,1.0,
player_available,5.0,Tetairoa McMillan,WR,28,15,T3,19,0.9693,
player_available,5.0,Tetairoa McMillan,WR,28,15,T3,30,0.3627,
player_available,5.0,Tetairoa McMillan,WR,28,15,T3,43,0.0007,
player_available,5.0,Tetairoa McMillan,WR,28,15,T3,54,0.0,
player_available,5.0,Tetairoa McMillan,WR,28,15,T3,67,0.0,
